,vc1,vc2,vc,vc_int
4729,22-2-22,9-1-104,22-2-22,11
4730,9-1-36(a),9-1-104,9-1-36(a),119
4731,22-2-22,9-1-104,22-2-22,11
4732,9-1-36(a),9-1-104,9-1-36(a),119
4733,9-1-36(a),9-1-104,9-1-36(a),119
4734,9-1-36(a),9-1-104,9-1-36(a),119
4735,9-1-36(a),9-1-104,9-1-36(a),119
4736,9-1-36(a),9-1-104,9-1-36(a),119
4737,9-1-36(a),9-1-104,9-1-36(a),119
4738,9-1-36(a),9-1-104,9-1-36(a),119
4739,9-1-36(a),9-1-104,9-1-36(a),119
4740,9-1-103(C),22-2-88(b),9-1-103(C),74
4741,9-1-36(a),9-1-104,9-1-36(a),119
4742,9-1-103(C),9-1-104,9-1-103(C),74
4743,9-1-36(a),9-1-104,9-1-36(a),119
4744,9-1-36(a),9-1-104,9-1-36(a),119
4745,22-2-22,9-1-104,22-2-22,11
4746,9-1-36(a),9-1-104,9-1-36(a),119
4747,9-1-36(c),9-1-104,9-1-36(c),120
4748,9-1-36(a),9-1-104,9-1-36(a),119
4749,9-1-103(C),22-2-88(b),9-1-103(C),74
4750,9-1-36(a),9-1-104,9-1-36(a),119
4751,9-1-36(a),9-1-104,9-1-36(a),119
4752,9-1-36(a),9-1-104,9-1-36(a),119
4753,9-1-36(a),9-1-104,9-1-36(a),119
4754,9-1-36(a),9-1-104,9-1-36(a),119
4755,9-1-36(a),22-2-88(b),9-1-36(a),119
4756,9-1-36(a),9-1-104,9-1-36(a),119
4757,9-1-36(a),9-1-104,9-1-36(a),119
4758,22-2-17,9-1-104,22-2-17,7
4759,9-1-36(a),9-1-110(a),9-1-36(a),119
4760,9-1-36(a),22-2-88(b),9-1-36(a),119
4761,22-2-88,9-1-104,22-2-88,33
4762,22-2-22,22-2-88(a),22-2-22,11
4763,9-1-36(a),9-1-110(a),9-1-36(a),119
4764,9-1-36(a),9-1-104,9-1-36(a),119
4765,9-1-36(a),9-1-50 (e),9-1-36(a),119
4766,22-2-22,9-1-113,22-2-22,11
4767,22-2-17,22-2-88(b),22-2-17,7
4768,9-1-36(a),9-1-104,9-1-36(a),119
4769,9-1-103(C),22-2-88(b),9-1-103(C),74
4770,9-1-36(a),9-1-104,9-1-36(a),119
4771,22-2-83(a)(b)(c),9-1-202,22-2-83(a)(b)(c),25
4772,22-2-17,9-1-104,22-2-17,7
4773,9-1-103(C),22-2-88(b),9-1-103(C),74
4774,9-1-36(a),22-2-88(b),9-1-36(a),119
4775,9-1-103(C),9-1-104,9-1-103(C),74
4776,9-1-36(a),9-1-104,9-1-36(a),119
4777,9-1-36(a),22-2-88(b),9-1-36(a),119
4778,9-1-36(a),9-1-81(a),9-1-36(a),119
4779,9-1-36(a),9-1-36(a),9-1-36(a),119
4780,22-2-22,9-1-43(a) - (Dwellin,22-2-22,11
4781,9-1-103(C),22-2-88(b),9-1-103(C),74
4782,9-1-36(a),9-1-104,9-1-36(a),119
4783,9-1-36(a),22-2-88(b),9-1-36(a),119
4784,9-1-103(C),9-1-104,9-1-103(C),74
4785,9-1-36(a),22-2-88(b),9-1-36(a),119
4786,9-1-36(a),9-1-104,9-1-36(a),119
4787,9-1-36(a),22-2-88(b),9-1-36(a),119
4788,9-1-36(a),22-2-88(b),9-1-36(a),119
4789,9-1-36(a),9-1-104,9-1-36(a),119
4790,9-1-36(a),9-1-104,9-1-36(a),119
4791,22-2-22,22-2-88(b),22-2-22,11
4792,9-1-36(a),9-1-104,9-1-36(a),119
4793,9-1-36(a),9-1-110(a),9-1-36(a),119
4794,9-1-36(a),9-1-104,9-1-36(a),119
4795,9-1-36(a),22-2-88(b),9-1-36(a),119
4796,9-1-36(a),22-2-88(b),9-1-36(a),119
4797,9-1-36(a),9-1-36(a),9-1-36(a),119
4798,9-1-36(a),9-1-81(a),9-1-36(a),119
4799,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
4800,22-2-83(a)(b)(c),9-1-82(d) - (Dwellin,22-2-83(a)(b)(c),25
4801,22-2-22,22-2-88(b),22-2-22,11
4802,9-1-36(a),9-1-104,9-1-36(a),119
4803,9-1-36(a),9-1-104,9-1-36(a),119
4804,9-1-36(a),9-1-104,9-1-36(a),119
4805,9-1-36(a),9-1-104,9-1-36(a),119
4806,9-1-36(a),9-1-104,9-1-36(a),119
4807,9-1-36(a),22-2-88(b),9-1-36(a),119
4808,9-1-36(a),22-2-88(b),9-1-36(a),119
4809,9-1-36(a),9-1-104,9-1-36(a),119
4810,9-1-36(a),22-2-88(b),9-1-36(a),119
4811,9-1-36(a),9-1-104,9-1-36(a),119
4812,9-1-36(a),22-2-88(a),9-1-36(a),119
4813,9-1-36(a),9-1-104,9-1-36(a),119
4814,9-1-36(a),22-2-88(b),9-1-36(a),119
4815,9-1-36(a),9-1-104,9-1-36(a),119
4816,9-1-103(C),22-2-88(b),9-1-103(C),74
4817,9-1-36(a),9-1-104,9-1-36(a),119
4818,9-1-36(a),9-1-104,9-1-36(a),119
4819,9-1-36(a),22-2-88(a),9-1-36(a),119
4820,9-1-36(a),9-1-36(a),9-1-36(a),119
4821,9-1-36(a),9-1-104,9-1-36(a),119
4822,9-1-103(C),9-1-36(a),9-1-103(C),74
4823,9-1-103(C),9-1-101,9-1-103(C),74
4824,9-1-103(C),9-1-104,9-1-103(C),74
4825,9-1-103(C),22-2-88(b),9-1-103(C),74
4826,9-1-103(C),9-1-104,9-1-103(C),74
4827,22-2-23,9-1-104,22-2-23,12
4828,9-1-36(a),22-2-88(b),9-1-36(a),119
4829,9-1-36(a),9-1-104,9-1-36(a),119
4830,9-1-36(a),22-2-88(a),9-1-36(a),119
4831,9-1-36(a),22-2-88(b),9-1-36(a),119
4832,9-1-36(a),9-1-104,9-1-36(a),119
4833,9-1-36(a),9-1-104,9-1-36(a),119
4834,9-1-206,22-2-88(b),9-1-206,91
4835,9-1-36(a),9-1-104,9-1-36(a),119
4836,22-2-22,22-2-88(b),22-2-22,11
4837,9-1-36(a),22-2-88(b),9-1-36(a),119
4838,9-1-36(a),9-1-104,9-1-36(a),119
4839,9-1-36(a),9-1-104,9-1-36(a),119
4840,9-1-36(a),22-2-88(b),9-1-36(a),119
4841,9-1-36(a),9-1-104,9-1-36(a),119
4842,9-1-36(a),9-1-104,9-1-36(a),119
4843,9-1-36(a),22-2-88(b),9-1-36(a),119
4844,9-1-36(a),9-1-104,9-1-36(a),119
4845,9-1-36(a),9-1-104,9-1-36(a),119
4846,9-1-36(a),22-2-88(b),9-1-36(a),119
4847,9-1-36(a),9-1-104,9-1-36(a),119
4848,9-1-36(a),22-2-88(a),9-1-36(a),119
4849,9-1-36(a),9-1-104,9-1-36(a),119
4850,9-1-36(a),22-2-88(b),9-1-36(a),119
4851,9-1-36(a),9-1-104,9-1-36(a),119
4852,9-1-36(a),9-1-104,9-1-36(a),119
4853,9-1-36(a),22-2-44,9-1-36(a),119
4854,9-1-36(a),9-1-104,9-1-36(a),119
4855,22-2-45,9-1-104,22-2-45,18
4856,22-2-22,22-2-88(b),22-2-22,11
4857,9-1-103(C),22-2-88(a),9-1-103(C),74
4858,9-1-36(a),9-1-104,9-1-36(a),119
4859,9-1-36(a),9-1-36(a),9-1-36(a),119
4860,9-1-36(a),9-1-104,9-1-36(a),119
4861,22-2-22,9-1-104,22-2-22,11
4862,9-1-36(a),9-1-104,9-1-36(a),119
4863,9-1-36(a),9-1-104,9-1-36(a),119
4864,22-2-22,22-2-88(b),22-2-22,11
4865,22-2-22,22-2-88(b),22-2-22,11
4866,22-2-17,22-2-88(b),22-2-17,7
4867,22-2-17,9-1-104,22-2-17,7
4868,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
4869,9-1-36(a),22-2-88(b),9-1-36(a),119
4870,9-1-36(a),9-1-104,9-1-36(a),119
4871,9-1-36(a),9-1-104,9-1-36(a),119
4872,9-1-36(a),9-1-104,9-1-36(a),119
4873,9-1-36(a),9-1-104,9-1-36(a),119
4874,22-2-22,9-1-104,22-2-22,11
4875,9-1-36(a),9-1-104,9-1-36(a),119
4876,9-1-36(a),9-1-104,9-1-36(a),119
4877,9-1-36(a),22-2-88(b),9-1-36(a),119
4878,9-1-36(a),22-2-88(b),9-1-36(a),119
4879,22-2-17,22-2-88(b),22-2-17,7
4880,22-2-17,9-1-104,22-2-17,7
4881,22-2-17,9-1-104,22-2-17,7
4882,9-1-36(a),9-1-104,9-1-36(a),119
4883,9-1-36(a),9-1-104,9-1-36(a),119
4884,9-1-36(a),9-1-104,9-1-36(a),119
4885,9-1-36(a),22-2-88(b),9-1-36(a),119
4886,9-1-36(a),22-2-88(a),9-1-36(a),119
4887,22-2-22,9-1-104,22-2-22,11
4888,9-1-36(a),61-5-18,9-1-36(a),119
4889,9-1-36(a),9-1-104,9-1-36(a),119
4890,9-1-36(a),9-1-104,9-1-36(a),119
4891,9-1-36(a),22-2-45,9-1-36(a),119
4892,22-2-22,22-2-88(b),22-2-22,11
4893,9-1-36(a),9-1-104,9-1-36(a),119
4894,9-1-36(a),9-1-104,9-1-36(a),119
4895,22-2-22,9-1-104,22-2-22,11
4896,9-1-36(a),22-2-88(b),9-1-36(a),119
4897,9-1-36(a),9-1-104,9-1-36(a),119
4898,9-1-36(a),9-1-104,9-1-36(a),119
4899,22-2-22,9-1-104,22-2-22,11
4900,22-2-22,22-2-88(b),22-2-22,11
4901,22-2-61,22-2-88(b),22-2-61,23
4902,9-1-36(a),22-2-88(b),9-1-36(a),119
4903,9-1-36(a),9-1-104,9-1-36(a),119
4904,22-2-22,22-2-88(b),22-2-22,11
4905,9-1-36(a),22-2-88(b),9-1-36(a),119
4906,9-1-36(a),22-2-88(b),9-1-36(a),119
4907,9-1-103(C),22-2-88(b),9-1-103(C),74
4908,9-1-36(a),22-2-88(b),9-1-36(a),119
4909,22-2-22,9-1-104,22-2-22,11
4910,22-2-22,22-2-88(b),22-2-22,11
4911,9-1-36(a),9-1-104,9-1-36(a),119
4912,9-1-103(C),22-2-88(b),9-1-103(C),74
4913,9-1-36(a),9-1-104,9-1-36(a),119
4914,22-2-22,9-1-104,22-2-22,11
4915,9-1-36(a),9-1-104,9-1-36(a),119
4916,9-1-103(C),9-1-104,9-1-103(C),74
4917,9-1-103(C),9-1-104,9-1-103(C),74
4918,22-2-22,9-1-104,22-2-22,11
4919,9-1-36(a),9-1-104,9-1-36(a),119
4920,22-2-22,9-1-104,22-2-22,11
4921,9-1-36(a),9-1-104,9-1-36(a),119
4922,9-1-36(a),9-1-104,9-1-36(a),119
4923,9-1-36(a),22-2-45,9-1-36(a),119
4924,9-1-36(a),22-2-88(b),9-1-36(a),119
4925,9-1-36(a),9-1-104,9-1-36(a),119
4926,9-1-36(a),9-1-104,9-1-36(a),119
4927,9-1-36(a),22-2-88(b),9-1-36(a),119
4928,9-1-36(a),9-1-104,9-1-36(a),119
4929,22-2-22,22-2-88(b),22-2-22,11
4930,9-1-36(a),9-1-104,9-1-36(a),119
4931,22-2-45,9-1-104,22-2-45,18
4932,22-2-22,9-1-104,22-2-22,11
4933,22-2-22,9-1-104,22-2-22,11
4934,22-2-22,22-2-88(b),22-2-22,11
4935,9-1-36(a),9-1-104,9-1-36(a),119
4936,9-1-36(a),22-2-88(b),9-1-36(a),119
4937,9-1-36(a),9-1-104,9-1-36(a),119
4938,22-2-22,22-2-88(b),22-2-22,11
4939,9-1-355,22-2-88(b),9-1-355,118
4940,22-2-22,9-1-104,22-2-22,11
4941,22-2-22,22-2-88(b),22-2-22,11
4942,22-2-17,9-1-104,22-2-17,7
4943,22-2-17,9-1-104,22-2-17,7
4944,22-2-22,22-2-88(b),22-2-22,11
4945,22-2-45,9-1-104,22-2-45,18
4946,22-2-22,9-1-104,22-2-22,11
4947,22-2-45,22-2-88(b),22-2-45,18
4948,9-1-36(a),9-1-104,9-1-36(a),119
4949,9-1-36(a),9-1-104,9-1-36(a),119
4950,9-1-36(a),22-2-45,9-1-36(a),119
4951,9-1-36(a),22-2-88(b),9-1-36(a),119
4952,61-63.0100,9-1-104,61-63.0100,58
4953,61-63.0100,9-1-104,61-63.0100,58
4954,9-1-103(C),9-1-104,9-1-103(C),74
4955,9-1-36(a),9-1-104,9-1-36(a),119
4956,9-1-36(a),9-1-104,9-1-36(a),119
4957,9-1-103(C),22-2-88(b),9-1-103(C),74
4958,22-2-22,22-2-88(b),22-2-22,11
4959,9-1-36(a),9-1-104,9-1-36(a),119
4960,22-2-22,22-2-88(b),22-2-22,11
4961,9-1-36(a),9-1-104,9-1-36(a),119
4962,9-1-36(a),22-2-45,9-1-36(a),119
4963,9-1-36(a),22-2-88(b),9-1-36(a),119
4964,22-2-22,9-1-104,22-2-22,11
4965,22-2-22,9-1-104,22-2-22,11
4966,9-1-36(a),22-2-88(b),9-1-36(a),119
4967,9-1-36(a),9-1-104,9-1-36(a),119
4968,9-1-36(a),9-1-104,9-1-36(a),119
4969,9-1-36(a),9-1-104,9-1-36(a),119
4970,9-1-36(a),22-2-45,9-1-36(a),119
4971,22-2-22,9-1-104,22-2-22,11
4972,9-1-36(a),9-1-104,9-1-36(a),119
4973,22-2-22,9-1-104,22-2-22,11
4974,9-1-36(a),22-2-88(b),9-1-36(a),119
4975,9-1-36(a),9-1-104,9-1-36(a),119
4976,22-2-17,9-1-105,22-2-17,7
4977,22-2-22,22-2-88(b),22-2-22,11
4978,22-2-22,22-2-88(b),22-2-22,11
4979,22-2-22,9-1-104,22-2-22,11
4980,9-1-36(a),22-2-88(b),9-1-36(a),119
4981,9-1-36(a),9-1-104,9-1-36(a),119
4982,9-1-36(a),9-1-104,9-1-36(a),119
4983,9-1-103(C),9-1-104,9-1-103(C),74
4984,9-1-36(a),9-1-104,9-1-36(a),119
4985,9-1-103(C),9-1-104,9-1-103(C),74
4986,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
4987,9-1-36(a),9-1-36(a),9-1-36(a),119
4988,9-1-36(a),9-1-81(a),9-1-36(a),119
4989,9-1-36(a),9-1-104,9-1-36(a),119
4990,9-1-36(a),22-2-88(b),9-1-36(a),119
4991,9-1-103(C),9-1-36(a),9-1-103(C),74
4992,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
4993,22-2-22,9-1-36(a),22-2-22,11
4994,9-1-36(a),22-2-88(b),9-1-36(a),119
4995,22-2-22,9-1-104,22-2-22,11
4996,22-2-22,22-2-45,22-2-22,11
4997,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
4998,22-2-22,9-1-36(a),22-2-22,11
4999,9-1-36(a),9-1-81(a),9-1-36(a),119
5000,9-1-36(a),22-2-88(b),9-1-36(a),119
5001,22-2-17,22-2-88(b),22-2-17,7
5002,22-2-22,22-2-88(b),22-2-22,11
5003,22-2-22,9-1-104,22-2-22,11
5004,9-1-36(a),9-1-104,9-1-36(a),119
5005,22-2-22,22-2-88(b),22-2-22,11
5006,9-1-36(a),9-1-104,9-1-36(a),119
5007,9-1-36(a),22-2-88(b),9-1-36(a),119
5008,9-1-36(a),22-2-88(b),9-1-36(a),119
5009,9-1-36(a),22-2-45,9-1-36(a),119
5010,22-2-22,9-1-104,22-2-22,11
5011,9-1-36(a),22-2-88(b),9-1-36(a),119
5012,9-1-36(a),22-2-88(b),9-1-36(a),119
5013,9-1-103(C),22-2-88(b),9-1-103(C),74
5014,9-1-36(a),9-1-104,9-1-36(a),119
5015,9-1-103(C),9-1-104,9-1-103(C),74
5016,22-2-17,9-1-104,22-2-17,7
5017,9-1-36(a),22-2-88(b),9-1-36(a),119
5018,22-2-17,9-1-104,22-2-17,7
5019,9-1-36(a),9-1-104,9-1-36(a),119
5020,9-1-36(a),9-1-36(a),9-1-36(a),119
5021,9-1-36(a),22-2-88(b),9-1-36(a),119
5022,9-1-36(a),9-1-104,9-1-36(a),119
5023,9-1-36(a),9-1-36(a),9-1-36(a),119
5024,9-1-36(a),22-2-88(b),9-1-36(a),119
5025,9-1-36(a),22-2-88(b),9-1-36(a),119
5026,22-2-22,9-1-104,22-2-22,11
5027,9-1-36(a),9-1-104,9-1-36(a),119
5028,9-1-36(a),9-1-104,9-1-36(a),119
5029,9-1-36(a),9-1-50 (e),9-1-36(a),119
5030,9-1-36(a),9-1-104,9-1-36(a),119
5031,22-2-17,22-2-88(b),22-2-17,7
5032,22-2-22,9-1-104,22-2-22,11
5033,9-1-36(a),9-1-104,9-1-36(a),119
5034,9-1-103(C),9-1-43(a) - (Dwellin,9-1-103(C),74
5035,9-1-36(a),9-1-82(d) - (Structu,9-1-36(a),119
5036,22-2-61,9-1-81(a),22-2-61,23
5037,9-1-36(a),9-1-36(a),9-1-36(a),119
5038,9-1-36(a),9-1-43(a) - (Structu,9-1-36(a),119
5039,9-1-36(a),9-1-36(a),9-1-36(a),119
5040,9-1-36(a),9-1-81(a),9-1-36(a),119
5041,9-1-36(a),9-1-83 - (Dwelling),9-1-36(a),119
5042,22-2-22,9-1-104,22-2-22,11
5043,22-2-17,9-1-104,22-2-17,7
5044,22-2-83(a)(b)(c),9-1-104,22-2-83(a)(b)(c),25
5045,9-1-36(a),9-1-104,9-1-36(a),119
5046,9-1-36(a),9-1-104,9-1-36(a),119
5047,9-1-36(a),9-1-81(a),9-1-36(a),119
5048,9-1-36(a),22-2-88(b),9-1-36(a),119
5049,9-1-36(a),22-2-88(b),9-1-36(a),119
5050,9-1-36(a),9-1-104,9-1-36(a),119
5051,9-1-36(a),9-1-83 - (Dwelling),9-1-36(a),119
5052,9-1-36(a),9-1-81(a),9-1-36(a),119
5053,9-1-36(a),9-1-36(a),9-1-36(a),119
5054,9-1-36(a),22-2-88(b),9-1-36(a),119
5055,22-2-17,9-1-104,22-2-17,7
5056,9-1-103(C),22-2-88(b),9-1-103(C),74
5057,22-2-17,9-1-104,22-2-17,7
5058,9-1-36(a),9-1-104,9-1-36(a),119
5059,9-1-36(a),9-1-104,9-1-36(a),119
5060,9-1-36(a),9-1-50(b),9-1-36(a),119
5061,9-1-36(a),9-1-50(a),9-1-36(a),119
5062,9-1-36(a),9-1-104,9-1-36(a),119
5063,9-1-36(a),9-1-104,9-1-36(a),119
5064,9-1-36(a),9-1-104,9-1-36(a),119
5065,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
5066,9-1-36(a),9-1-104,9-1-36(a),119
5067,9-1-36(a),9-1-104,9-1-36(a),119
5068,22-2-17,9-1-104,22-2-17,7
5069,9-1-36(a),22-2-88(a),9-1-36(a),119
5070,9-1-36(a),22-2-88(b),9-1-36(a),119
5071,9-1-36(a),9-1-104,9-1-36(a),119
5072,22-2-22,9-1-104,22-2-22,11
5073,9-1-36(a),9-1-104,9-1-36(a),119
5074,9-1-36(a),22-2-88(b),9-1-36(a),119
5075,22-2-83(a)(b)(c),9-1-36(a),22-2-83(a)(b)(c),25
5076,9-1-36(a),9-1-36(a),9-1-36(a),119
5077,9-1-36(a),9-1-104,9-1-36(a),119
5078,22-2-17,9-1-36(a),22-2-17,7
5079,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
5080,9-1-36(a),9-1-36(a),9-1-36(a),119
5081,9-1-36(a),22-2-88(b),9-1-36(a),119
5082,9-1-103(C),9-1-104,9-1-103(C),74
5083,9-1-36(a),9-1-104,9-1-36(a),119
5084,9-1-36(a),9-1-36(a),9-1-36(a),119
5085,9-1-36(a),9-1-36(a),9-1-36(a),119
5086,9-1-36(a),9-1-36(a),9-1-36(a),119
5087,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
5088,22-2-83(a)(b)(c),9-1-110(a),22-2-83(a)(b)(c),25
5089,9-1-36(a),9-1-36(a),9-1-36(a),119
5090,9-1-36(a),22-2-88(b),9-1-36(a),119
5091,9-1-36(a),9-1-104,9-1-36(a),119
5092,9-1-36(a),22-2-88(b),9-1-36(a),119
5093,22-2-17,9-1-104,22-2-17,7
5094,9-1-103(C),9-1-36(a),9-1-103(C),74
5095,9-1-36(a),9-1-36(a),9-1-36(a),119
5096,9-1-36(a),9-1-36(a),9-1-36(a),119
5097,9-1-36(a),9-1-104,9-1-36(a),119
5098,9-1-36(a),9-1-104,9-1-36(a),119
5099,9-1-36(a),9-1-104,9-1-36(a),119
5100,9-1-36(a),9-1-104,9-1-36(a),119
5101,22-2-22,9-1-104,22-2-22,11
5102,9-1-36(a),9-1-113,9-1-36(a),119
5103,9-1-36(a),22-2-88(b),9-1-36(a),119
5104,9-1-36(a),9-1-104,9-1-36(a),119
5105,9-1-36(a),9-1-104,9-1-36(a),119
5106,9-1-36(a),9-1-110(a),9-1-36(a),119
5107,9-1-36(a),9-1-104,9-1-36(a),119
5108,9-1-36(a),9-1-111,9-1-36(a),119
5109,9-1-36(a),9-1-36(a),9-1-36(a),119
5110,9-1-36(a),9-1-104,9-1-36(a),119
5111,9-1-36(a),9-1-43(a) - (Structu,9-1-36(a),119
5112,22-2-17,9-1-36(a),22-2-17,7
5113,9-1-36(a),9-1-104,9-1-36(a),119
5114,9-1-103(C),22-2-88(a),9-1-103(C),74
5115,22-2-22,9-1-104,22-2-22,11
5116,9-1-36(a),9-1-104,9-1-36(a),119
5117,9-1-36(a),22-2-88(b),9-1-36(a),119
5118,9-1-36(a),9-1-104,9-1-36(a),119
5119,9-1-36(a),22-2-88(b),9-1-36(a),119
5120,9-1-36(a),9-1-104,9-1-36(a),119
5121,9-1-36(a),9-1-36(a),9-1-36(a),119
5122,9-1-36(a),9-1-104,9-1-36(a),119
5123,9-1-36(a),22-2-88(b),9-1-36(a),119
5124,9-1-36(a),9-1-104,9-1-36(a),119
5125,9-1-36(a),22-2-88(b),9-1-36(a),119
5126,9-1-36(a),9-1-104,9-1-36(a),119
5127,9-1-36(a),9-1-36(a),9-1-36(a),119
5128,9-1-36(a),9-1-104,9-1-36(a),119
5129,9-1-36(a),9-1-104,9-1-36(a),119
5130,9-1-36(a),9-1-36(a),9-1-36(a),119
5131,9-1-36(a),9-1-104,9-1-36(a),119
5132,9-1-36(a),9-1-104,9-1-36(a),119
5133,9-1-36(a),9-1-104,9-1-36(a),119
5134,9-1-36(a),9-1-104,9-1-36(a),119
5135,9-1-36(a),22-2-88(b),9-1-36(a),119
5136,9-1-36(a),9-1-104,9-1-36(a),119
5137,9-1-36(a),22-2-88(b),9-1-36(a),119
5138,9-1-36(a),9-1-104,9-1-36(a),119
5139,9-1-36(a),9-1-104,9-1-36(a),119
5140,9-1-36(a),22-2-88(b),9-1-36(a),119
5141,9-1-36(a),9-1-104,9-1-36(a),119
5142,9-1-103(C),22-2-88(b),9-1-103(C),74
5143,9-1-36(a),9-1-104,9-1-36(a),119
5144,9-1-36(a),22-2-83(c),9-1-36(a),119
5145,9-1-36(a),9-1-104,9-1-36(a),119
5146,9-1-36(a),9-1-104,9-1-36(a),119
5147,9-1-36(a),9-1-104,9-1-36(a),119
5148,9-1-36(a),9-1-104,9-1-36(a),119
5149,9-1-36(a),9-1-104,9-1-36(a),119
5150,9-1-36(a),9-1-104,9-1-36(a),119
5151,9-1-36(a),22-2-88(b),9-1-36(a),119
5152,9-1-36(a),9-1-36(a),9-1-36(a),119
5153,9-1-36(a),22-2-88(b),9-1-36(a),119
5154,9-1-36(a),9-1-104,9-1-36(a),119
5155,9-1-36(a),9-1-104,9-1-36(a),119
5156,9-1-36(a),9-1-104,9-1-36(a),119
5157,22-2-17,9-1-104,22-2-17,7
5158,9-1-36(a),22-2-88(b),9-1-36(a),119
5159,9-1-36(a),9-1-104,9-1-36(a),119
5160,22-2-17,9-1-104,22-2-17,7
5161,22-2-22,22-2-88(b),22-2-22,11
5162,22-2-22,9-1-104,22-2-22,11
5163,9-1-36(a),22-2-88(b),9-1-36(a),119
5164,9-1-36(a),9-1-110(a),9-1-36(a),119
5165,9-1-36(a),9-1-36(a),9-1-36(a),119
5166,9-1-36(a),9-1-104,9-1-36(a),119
5167,9-1-36(a),9-1-36(a),9-1-36(a),119
5168,9-1-36(a),9-1-43(a) - (Structu,9-1-36(a),119
5169,9-1-36(a),61-5-18,9-1-36(a),119
5170,22-2-22,9-1-36(a),22-2-22,11
5171,9-1-36(a),22-2-88(b),9-1-36(a),119
5172,9-1-36(a),9-1-104,9-1-36(a),119
5173,9-1-36(a),22-2-88(b),9-1-36(a),119
5174,9-1-36(a),9-1-104,9-1-36(a),119
5175,9-1-36(a),9-1-104,9-1-36(a),119
5176,9-1-36(a),22-2-88(b),9-1-36(a),119
5177,22-2-22,22-2-88(b),22-2-22,11
5178,9-1-36(a),22-2-88(b),9-1-36(a),119
5179,9-1-36(a),22-2-88(b),9-1-36(a),119
5180,22-2-22,9-1-104,22-2-22,11
5181,9-1-36(a),22-2-88(b),9-1-36(a),119
5182,9-1-36(a),9-1-104,9-1-36(a),119
5183,9-1-36(a),9-1-104,9-1-36(a),119
5184,9-1-36(a),22-2-88(b),9-1-36(a),119
5185,9-1-36(a),9-1-104,9-1-36(a),119
5186,22-2-22,22-2-88(b),22-2-22,11
5187,22-2-22,9-1-104,22-2-22,11
5188,9-1-36(a),22-2-88(b),9-1-36(a),119
5189,22-2-22,9-1-104,22-2-22,11
5190,9-1-36(a),22-2-88(b),9-1-36(a),119
5191,22-2-22,9-1-104,22-2-22,11
5192,22-2-22,22-2-88(b),22-2-22,11
5193,9-1-36(a),22-2-88(b),9-1-36(a),119
5194,9-1-36(a),9-1-104,9-1-36(a),119
5195,9-1-36(a),61-5-18,9-1-36(a),119
5196,9-1-36(a),9-1-36(a),9-1-36(a),119
5197,22-2-22,9-1-104,22-2-22,11
5198,9-1-36(a),22-2-88(b),9-1-36(a),119
5199,9-1-36(a),9-1-104,9-1-36(a),119
5200,9-1-36(a),22-2-88(b),9-1-36(a),119
5201,9-1-36(a),9-1-110(a),9-1-36(a),119
5202,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
5203,9-1-36(a),9-1-36(a),9-1-36(a),119
5204,9-1-36(a),9-1-104,9-1-36(a),119
5205,9-1-36(a),9-1-104,9-1-36(a),119
5206,9-1-36(a),9-1-104,9-1-36(a),119
5207,9-1-36(a),9-1-104,9-1-36(a),119
5208,9-1-36(a),22-2-88(b),9-1-36(a),119
5209,9-1-36(a),9-1-104,9-1-36(a),119
5210,9-1-36(a),9-1-104,9-1-36(a),119
5211,9-1-36(a),9-1-104,9-1-36(a),119
5212,22-2-22,22-2-88(b),22-2-22,11
5213,22-2-22,9-1-104,22-2-22,11
5214,9-1-36(a),9-1-104,9-1-36(a),119
5215,9-1-36(a),22-2-88(b),9-1-36(a),119
5216,9-1-36(a),22-2-88(b),9-1-36(a),119
5217,22-2-22,9-1-104,22-2-22,11
5218,9-1-36(a),22-2-88(b),9-1-36(a),119
5219,9-1-103(C),9-1-104,9-1-103(C),74
5220,9-1-36(a),9-1-36(a),9-1-36(a),119
5221,22-2-22,9-1-104,22-2-22,11
5222,9-1-36(a),9-1-104,9-1-36(a),119
5223,9-1-36(a),22-2-88(b),9-1-36(a),119
5224,9-1-36(a),22-2-88(b),9-1-36(a),119
5225,9-1-103(C),9-1-104,9-1-103(C),74
5226,22-2-22,22-2-88(b),22-2-22,11
5227,9-1-36(a),9-1-104,9-1-36(a),119
5228,22-2-22,22-2-88(b),22-2-22,11
5229,9-1-36(a),9-1-36(a),9-1-36(a),119
5230,9-1-36(a),9-1-36(a),9-1-36(a),119
5231,9-1-36(a),9-1-36(a),9-1-36(a),119
5232,9-1-36(a),9-1-104,9-1-36(a),119
5233,9-1-36(a),9-1-104,9-1-36(a),119
5234,22-2-22,22-2-88(b),22-2-22,11
5235,9-1-36(a),9-1-104,9-1-36(a),119
5236,9-1-36(a),9-1-104,9-1-36(a),119
5237,9-1-36(a),9-1-104,9-1-36(a),119
5238,22-2-22,9-1-104,22-2-22,11
